Age,BodyFat,Height,Weight,Chest,Abdomen,Hip,Thigh,Biceps,Ankle,Knee,Neck,Wrist,Class
20.194310817537644,13.648986640592405,165.17670707660662,62.78498386403304,83.99019509654356,73.16873004400777,97.48557623780435,49.89685802150833,27.076786612436997,20.42318797502763,36.96477196413235,32.460831271741704,15.033386576419572,0
20.474921785735134,18.831416944159784,169.53859791620943,63.40345949378402,84.08040715627432,71.17206074406458,91.5210646070245,48.81635683818094,26.143664456917854,20.84731167030821,37.479572516592334,35.39737827477948,15.022337348517807,0
18.927523869930106,20.43841506439808,167.10809016057505,64.30215225951959,84.23071175552907,77.61257229005662,95.11179403341842,49.58640514765489,27.291911210146257,21.505009830236865,36.45865476771172,33.222189473589516,14.953036455783142,0
23.301689058795546,30.040891424818405,168.17674018156788,38.064817240943995,91.03061742250057,62.75885868027952,105.17454310559768,52.70431697494269,26.39456201101116,23.937331878863297,33.968153785866086,29.67051460611051,16.503968138057576,1
22.408550565036123,35.55994163702562,169.31035834084562,49.776423675223235,92.8859877531785,70.52710310115268,103.74603853597068,53.218373463749934,26.58152918244279,22.979657973216497,34.80391686957811,30.26297800964668,16.641551426805226,1
21.420788385757067,25.73193857104145,168.69163037142,63.60278453579728,84.28243168328808,67.2332632868223,95.43062996180738,50.76965557265414,25.06875952659891,20.232492488443466,34.66320525783438,32.13812298072956,15.136600348567546,1
19.54746320708085,32.8476386044958,170.29493638286309,52.59362567886065,86.13326464521484,67.26814400116692,94.49918249631774,55.082305345159874,26.283515330985853,23.332960317814074,32.74204851499265,32.009928807099726,15.879326361236256,1
21.94265882950785,28.526544610649726,167.3950662607971,57.382469124960274,83.9113678120892,64.43132365675879,96.06479020708834,49.38680887155062,26.071010204319595,21.178217075496555,34.0414351980478,30.01492622672044,15.502583580805375,1
23.39561022961047,23.92729954098551,170.4862630760692,61.50319845738688,84.79676925687349,64.89713788651527,100.50084394898715,52.47362980888228,26.037379485269057,22.646593388575454,35.50296965795351,31.104790145817113,16.421033202263754,0
18.59637804289245,12.007202427916491,170.69055659678602,64.8975998880947,84.2852037123274,72.70616701541493,96.2410159779296,50.19143119995387,23.360929102974485,20.35235578360113,38.14878150880457,35.462759634176614,15.250824187241536,0
20.510601655883878,15.411301461771203,161.80462645671764,59.50046370157022,84.83790624145036,71.5151571796517,96.35446431607646,52.873207233403896,27.380589219162804,22.325071344563057,36.857669800251266,30.68438714803858,16.19998555869259,0
23.356249716031925,23.742745463560695,169.44154120294232,60.80384499075073,88.89943748334444,65.40326585697642,105.18078799256925,52.26576357005141,25.407611456025595,23.17676238553313,35.71372975840261,29.776626568063804,16.732995832858755,0
23.25903491955637,25.469164314462002,176.8318789372833,61.45399823334914,82.55209817244584,67.58255275238676,96.08946416596086,53.051176219656725,25.917174534165603,20.87479683504209,35.845285324755224,32.769817610401994,15.774683747768487,1
23.237652189388893,29.964562381122164,171.89235272857246,57.89982099759561,86.87521455819098,66.06671767000245,92.6545354612085,53.12032079064296,27.422446874315977,21.2015967705864,35.6917940433468,31.68032200564941,15.491400263146918,1
21.774029939674644,25.901510062460325,170.36945496906247,46.9892376099028,87.9334622285549,63.69382058266275,100.31672764622036,52.34083861547592,25.1762695980309,22.213507551070485,34.16793527833993,30.675839512471207,16.028230215384763,1
22.416835648474148,30.763682420244173,167.5484247161896,43.37123114711818,87.07347754742663,62.390013732771784,108.19780496308323,55.80552145921478,26.978810950070372,23.287225968101968,31.71202539708986,29.306166306518193,16.408587782346782,1
20.52341954999667,22.0787791720658,168.32123826085723,57.15821188162042,85.78509545203697,62.92528946938325,98.13992762141262,47.226394864268386,26.064564079461185,22.377398580112477,35.289703592390126,32.04343696371049,15.582781884312942,0
20.29055556869431,15.06506087775566,170.20374642352994,69.96386218691373,86.85937159801878,67.53086520305128,101.80178371944069,49.996245745779945,26.674380334916368,19.22296405921479,39.36942641703044,33.344843026285595,15.684928734059417,0
19.653912036007576,22.81160359856483,157.14882612410403,53.74568622066909,83.7233387698461,68.36138989818284,95.51745714921721,54.791677083334555,27.95518565766374,19.827733592411466,34.1120650938823,30.684962368093764,16.20043631978115,0
21.13550636724841,19.11056329584092,170.63244518471248,70.78774580802805,77.24404284803033,75.4314710327103,85.23684525588891,49.833662728176456,26.366490939467813,18.763662587301756,38.756966071499974,34.93323736479753,15.035627816636929,0
18.733922768129002,14.679687407514784,158.22346110787032,69.87031588868362,80.86461260487532,70.60445792948406,96.72153075488237,48.26275109734813,28.71590867637146,19.35523119089075,37.260990393744756,32.899963857753605,15.401385011443203,0
21.34253978203325,21.335186070035583,164.39160897667514,67.5431937832858,79.42114890442751,69.66438619491481,91.93758377039326,50.801631863964765,28.862652638346244,22.149362817057643,35.326427082567434,32.61704472248758,14.957225359774977,0
20.123149795517243,26.682537816572008,172.35201466750416,68.45393529111311,81.52072151518256,75.21457437642466,92.66731253157633,54.01757075639253,26.228917954069242,20.67072503415194,37.44794057118263,35.04825295372657,15.316847980402168,1
18.77494005545435,16.441750595580523,166.33929308978998,64.44206536736795,81.92352159673766,75.92428824928753,97.0088699680455,50.561282297493584,27.633709541400684,20.002919852661613,39.015506591583325,33.68271878317757,14.991797612696582,0
20.087691171078898,24.49632185291003,168.25451616172813,57.27335893496048,83.86893425928679,71.31052129689179,99.19618503500845,52.03760270362065,27.792416320120928,20.97929673085348,35.280022010190144,30.873008160107634,15.175339179875735,1
20.79219939179045,16.83980791160864,169.87636473461305,49.559640728221595,86.3520946487793,69.22878955658683,95.05085785651042,51.37999244776074,25.286581633714313,21.121537030164667,36.67879767571428,31.400892932495395,15.210275360091812,0
21.327687042797184,32.19054463794431,162.86205903967627,47.96959224667749,95.30565411570551,63.570821987967086,104.99126353571957,53.48861553995648,25.590751077829857,25.72225282853844,31.961560628538795,26.823605527980586,16.734483888916106,1
22.345526313190426,32.49975784102642,160.93234866146906,57.62891222328811,90.80095686189428,66.78396295062043,99.2886575972817,54.46020111755778,28.620892811272032,21.953268250845284,33.60372326460191,28.737663336752302,15.798120083074528,1
20.031200100016182,20.33934638218788,168.8425598662952,71.87006379805634,83.11458311056863,73.54905972800549,88.68067185463572,45.72985060520767,27.429690248653003,20.311022781556847,36.59018919294617,33.075998204953734,14.383446140400165,0
22.107383246392427,17.382288858589156,175.2370745207495,58.40901456102488,81.52668310990306,63.477423386266544,90.7433931031475,51.901066842164205,24.35938624012423,20.092345741974693,35.27763202186395,31.66557001923263,15.405476870746686,0
21.831308519422883,22.044133468613463,159.48693047477082,49.846403409669676,91.15252133927709,66.45751391230355,111.78645827824485,50.828058132221265,26.74238717979137,22.63237963715978,34.44744036568124,28.20633966405431,16.267973499975525,0
22.23752761620784,25.113548312216135,178.31652594345428,61.205940281931106,86.03973096394444,69.87090580722197,99.10660004574571,51.55152268218229,26.57570058738558,21.987901546098538,35.11009180856734,32.83561867600299,15.617951085791956,1
19.281388434779462,15.234528612140927,162.14461084264946,67.03460732594043,83.03193637326207,76.70646710219224,98.15689086196193,51.17880150295431,30.82718527420694,20.849758638120708,37.028357765051744,32.782978358943375,15.534796178694913,0
23.852400093463878,31.78893790591021,168.89530711897055,56.057080372244236,81.61105132076962,60.40630000297578,96.02074968015215,48.47179306460044,23.857133007677838,21.93875647547449,30.919633459067995,28.997214141365422,15.84079453562922,1
21.52997711759945,25.389435901100125,168.1629792837392,55.12343865149964,83.92829068435162,69.50637713767642,95.27612199086778,51.26981690399715,24.718759870275285,20.207561393190034,35.50223127920073,31.221402095752214,16.500701002014743,1
19.469514193910157,27.160208120654236,172.4596888125926,58.51891708786119,83.96002418399539,71.15892445858644,93.6239592405284,49.80712908963339,25.211538818399024,20.94414284070084,34.00737207897953,32.129122924670426,15.38515963909508,1
20.11078076020404,20.570879574492018,160.99262441264224,63.393712499156905,87.6809322609604,69.09603140935702,96.26599565623609,52.728933761559375,27.497966060265206,22.569928810817746,36.41178117494322,31.137631626770414,16.309718369703184,0
20.190652403495807,14.96821457509996,168.19609789764868,74.98680474531993,83.39718580519357,75.44987954496898,87.58021704815597,48.42613673323649,26.988336618774383,19.790638544356938,37.9914717847261,34.33462257780838,14.425105276160085,0
21.097647046320084,25.14289413808573,160.97687885006832,55.47519529453959,88.28907677365098,70.90558310857757,102.1948519191025,51.988897983306224,25.467273227866862,22.977777259454975,31.845426416460963,29.15253132078079,15.481123735623312,1
20.635662594125016,21.7016666170055,171.32159717567987,70.01260452207052,82.53916765009102,69.80858163545177,93.39226590403331,52.41459233581798,26.708090184338317,22.059274442187835,35.56894830417084,33.60661355041922,16.186960341858978,0
18.039357733051343,15.078664210912514,166.9963385037457,58.524775973184404,83.15024489770805,71.41113609694068,92.91973939394792,48.63708699263026,24.722995267440606,19.193450838614595,37.821665513331325,33.74977187832748,15.451228769865132,0
21.499313046703303,26.596083769472155,161.32466809851863,39.38955377514624,85.48404066924414,67.98435172734264,95.80959315791713,54.77464075691917,26.46462142866803,21.86852841975562,32.65846636998031,26.971998923499598,16.01180586857688,1
21.69226879885149,15.630918263947647,170.48364030216086,65.89520631806677,83.4384564181677,74.42483049833729,102.11720442661849,54.635059532195235,26.760806909384602,20.359610979838592,37.85498935826646,34.62845202346442,15.9120545063671,0
19.985419952851505,26.841715586553715,162.81413774022218,37.01681213139533,89.95627561032151,63.7627572683862,105.29862528635883,50.4281648302957,27.446408018240678,22.069513798221372,34.15015694667912,28.964397905148893,16.12051938977572,1
21.449010660402898,20.693528004364037,167.39278505625788,52.94914853757831,84.40959015288695,72.38526681411156,90.82201402114026,53.82942793571532,25.549537203486768,22.22937590509413,34.4373301400572,30.262247470317437,15.723196431516852,0
20.640270101527364,24.30146277792564,170.5821861491279,57.105861931267356,83.82895901237,64.11329690917877,92.87812917739483,51.628721784434134,24.36659430396466,21.421397527439392,33.77156101958326,31.685813121515352,15.089362253950231,1
20.50702838942322,17.717331787822374,168.42475146622235,68.75362758324297,84.46854419456857,77.84430702065225,95.95719336267605,48.56192273054537,27.153680884991914,20.49705069706717,36.86569700689293,34.062326110840424,14.526078183476034,0
18.9432174798384,10.892264428363463,160.1637143092689,53.76410243612462,85.51934378284543,70.29907524145545,97.65994459059752,48.8338618621913,27.56223062935583,21.403322197831624,36.25148905600655,29.622306615700143,15.664733613230025,0
18.403532737245676,16.670944177463408,162.51435463668503,59.62322159920482,83.77133493112302,69.88395771901361,96.80537212233547,49.32551481983386,28.074888927749036,20.419923580704058,36.04903339342625,31.577503977327225,14.935763076580024,0
18.494965199744918,26.188197017547274,166.70268919230853,62.623253308360255,81.52984454120926,69.01785238076658,86.32021174842649,50.22703511451398,26.517099897300607,20.390611885794577,33.799992423102495,31.962673955874845,14.96508696138897,1
19.513939802084888,23.57309004251503,167.9705438753546,61.842003781326625,85.22611662062249,66.64485335446898,99.38638678608851,54.347815305187936,24.57199495941168,21.418910212818044,34.364261768014806,32.25090022530094,16.199176645112733,0
18.500919599750382,11.356802875526085,169.4919177329729,55.85319931347731,83.35221782023113,67.84076820153062,90.06975372943094,49.538231642020925,23.60224319543995,20.280419083953277,36.37840292793649,32.06325094886969,15.013909199360812,0
20.603785156354267,24.651960042592215,158.6586318087198,46.9991970433058,88.39725239444427,66.82955738283363,100.47413932135379,52.79553969243637,26.982828770528148,23.398752938834402,34.27927667875703,29.100060941521342,16.503361375925145,1
19.84093350025081,21.382903972295043,174.67752847114355,57.92791784392693,85.04377575690263,68.28770179894559,102.80647575438593,48.67599690340345,25.740860826831323,19.780254544816042,36.344642086153925,34.22570612736419,15.475788214810823,0
20.70996303521685,24.567466303912372,164.66614608273713,49.63568813903464,88.85141469805839,66.88931961316537,98.81443390812301,52.305056369033366,26.259122150328544,22.187159327390027,33.50300076004048,29.433426380254595,14.906449171052474,1
18.21197719723183,25.640431891075718,159.82078063875736,64.21087314341597,87.03661704088239,73.82325015729819,95.70844899968594,53.550991414420764,30.44547209921525,21.431654104916653,36.61984105508933,32.60354848102338,16.465303727783876,1
19.517853220614857,15.973619888097996,170.5596653221454,67.53762689062779,79.6913957533068,74.20686107257008,84.34009043977083,49.34588805611909,27.245679931462586,19.34206618596569,36.65283656228825,34.04714746268211,14.362952680735514,0
18.14469887322443,23.49795564833801,167.491949551797,65.3559700638902,80.78192305796891,76.40862831205621,92.48983338196092,48.67002730093311,26.840144671331526,19.439407369835997,35.12313130800595,33.93650605030442,15.18752942811543,0
25.63006406972469,43.14353184494182,174.20042689803387,41.7875189404213,87.66570453013806,52.719843888888775,113.48992331820904,52.95974855455091,22.700087703654205,23.61952901287473,28.277822261599542,27.600614605509957,17.367351733832212,1
18.62875261082996,12.332890263452905,180.75672990819237,73.93966933758287,81.70315213304059,80.56338759526837,93.10157061126812,51.64160749444771,25.725876762107692,19.43797667089009,36.67234971477716,34.21767554883649,13.9904228427039,0
19.766682991143423,25.825470248101254,168.55994039952756,53.56071082680869,84.9959201147238,65.08484161824074,91.00588709153416,47.88197520367099,26.776306431961743,21.449494875092437,33.07235839482827,29.611022309068105,15.025120051252799,1
20.335976958975305,26.264103848646336,169.97937041359245,60.19945527692532,86.20813559428339,70.74891283017388,99.10549164445364,51.86591787788897,26.105185595089615,22.452889638820796,35.770402277028424,31.722625961308328,16.168123249842157,1
22.174746454481895,22.435065417453522,173.80310784855016,49.80352097702399,87.15642941583093,63.04387855707883,102.76436824555645,49.00292545325607,26.5162144045859,22.678111996950328,35.09723397791085,28.494080191428562,16.37734958398525,0
20.8387990259543,24.98549745310386,170.80989589902578,59.94166867422417,85.47479552164678,76.21255413609786,90.78731795316253,53.86796946127207,26.83696493431816,22.122682876417812,35.40065902802426,30.884302129125217,15.585511312466103,1
20.120787722163385,21.616520370180755,170.86752779117717,45.813552338813075,87.20540498543843,65.56180304910677,103.56452684252821,52.45607119356719,23.190826276267593,20.180228113040304,33.9059918647025,30.727021410288046,15.837949472934058,0
21.816990872317046,17.2086447866678,169.65973608594618,58.97002384040542,82.29644236414094,67.48581853018844,105.67606844454124,48.51040689407711,26.47856063527101,21.02287015325731,34.418494940136796,31.049909570593535,15.091391739881335,0
22.59415090893903,20.750294967200237,165.3572058088468,58.65779685098017,85.75728900561357,68.19023296518142,94.34991560623035,53.91254386400909,26.73040588486435,21.437401917824698,36.145468377301796,30.824732408963396,15.480554839915774,0
18.822940649895273,22.092776852244164,169.52904380864723,59.833521116925084,84.9679726948391,73.06242318502525,104.08179067862017,50.64745595237622,24.261341437614245,22.129801003262155,34.38762769229824,31.78527899035324,16.28785588273785,0
21.47273988030741,21.512443837701184,177.3399890305876,57.811436839398276,83.96343001259336,69.50420794821767,91.05204904514937,50.81523519454461,27.212475681525436,20.234082583256004,37.70930611796205,32.986317819819355,15.009733217226934,0
18.01393808207419,27.805520464730446,173.4844981355072,73.07481426072557,85.6087517706138,77.49076215238792,83.92447533958004,48.69268389313083,26.3371843868689,19.837406845849298,38.52165830942805,35.272563273739564,15.782255257490561,1
19.071648140422756,21.712731672745917,169.61046199306776,63.18003043563597,81.91532503717396,73.80267691770973,87.7321059239476,49.72787919834097,25.660098279975006,19.3794921724981,34.873626180813524,32.475886637634304,14.687088179330823,0
22.7694958462047,30.787649171617772,173.76121928999234,57.195327900818214,86.75555125935925,72.68221172659226,95.99077665517264,52.07370343199811,25.961869175743416,20.998478541818123,34.43255837500857,31.32317296181322,15.810988568051545,1
20.99387124302099,16.681315519841434,175.14632131841464,71.19616187987039,82.49678894832361,75.26503983592555,97.9838997419005,48.02523632732979,26.58066533978854,19.704426226289236,37.7627830203356,33.67585358946215,15.612979091058916,0
21.176602709146543,34.59594843898436,163.29517433705524,43.718620651580295,93.29278430653807,57.373002123538015,102.99366141758085,57.61866498337247,26.4195681155809,24.287320121170623,31.947045640567737,25.848610643441695,17.602201216182497,1
19.328069769795942,18.591910953530892,160.84856399903765,65.97457662572626,88.13922180025803,70.10844923304992,92.63842505038266,47.30966058221257,27.947167167439886,20.608005100282988,37.502665226815864,32.62913258933444,14.774772566694477,0
21.371459236619003,26.73566391641874,163.11724138137038,45.923565419232574,88.60504402279683,67.0582275930097,104.28259378583762,52.38808185341834,23.972865209352875,22.728269689613512,32.18531327757782,28.590847025126042,16.105210067441963,1
20.309848653507892,15.482603618421068,173.3435107450175,75.9376809956333,83.34816059941888,79.94226584691906,90.36516254375229,51.190333914988926,21.472717428924607,18.241103208416654,37.02795308176259,35.41507162312232,14.77160985633418,0
17.911655888548722,26.12509077942337,163.0776135543062,74.1468864347248,84.67008194694073,74.06782878831824,87.39741453608399,51.90987057063554,27.86360066194466,20.727771094105353,34.981695507191276,31.799459452853394,15.1408791336655,1
20.89389018766918,17.599699494815212,180.5493744298564,51.50928821647959,83.31897183466822,66.40637527568332,97.64539450771873,47.816736885269385,22.075584583703645,20.771830204471097,35.26518331893054,33.9372268659942,14.824631411656599,0
18.104059866638273,21.69569713458055,166.09697931238057,51.425461326932236,88.45257989198296,73.19549294233833,98.20707633292861,55.03630312962408,25.2118598490305,22.395522445860582,34.71590091731849,30.761805319967,16.323772993521303,0
20.941028070155326,14.481183351337165,166.75033698265486,69.58770798952024,82.42786561462634,70.90182304151861,94.92607684647753,51.7190484563886,26.604552729094216,20.844722378863537,36.411900510662086,31.184625939112742,15.749389984879324,0
23.26565998874792,19.61016621165804,169.1060886501358,53.18413907664128,88.31081368595737,69.55004432838062,102.92998243373025,52.20268209255649,28.941225643025042,21.622142749991834,37.42232842100582,29.84909751823745,15.983016556590508,0
22.521628871800576,19.37555662409236,167.99555291310463,71.49545218597984,79.8670623870663,74.14945840219592,93.24367123327566,48.84651999339137,26.74240815753977,20.97302230057386,35.8181064633364,33.49393767189841,15.630575856376167,0
19.72669728449032,20.37686291914644,161.47084898847882,54.39232227220062,88.89443365354008,72.66739592619591,96.76662307921758,52.33869056572914,27.42019424623188,22.752853517977037,35.94599858643852,29.721759820298512,16.071410689346862,0
21.05706032140674,17.51110787665041,158.81274249030025,62.66831487013521,86.9927164861691,70.80312015661582,99.51641691222859,54.209385829100704,28.16682411329589,22.527666920518016,36.629825687347214,30.29615560349835,15.952103376000078,0
21.588003722488722,28.443272253090168,165.95005858699145,65.97160642098765,87.57125143303506,66.67676836252727,94.67537048649548,52.04082063007544,27.405530865475654,22.18901680707311,35.62526101006268,30.58334234615205,15.890532558220448,1
22.952874583472557,24.364857557758643,168.14018884203966,65.0683521213765,84.63442892203635,67.22461088798785,103.20047661440108,50.20901567467881,27.042260268931066,22.506341221804963,33.51959545424495,30.131008042423243,15.82924737155802,1
19.798666907490098,18.939492781975094,170.05091736591993,51.76146812847139,86.27828672284362,63.40206327682519,94.78850118044566,51.390161353725404,25.24038833728545,20.25550403210442,35.56833429694052,30.548666423182354,15.232505850348975,0
20.94966778272076,24.04009373203989,172.81051686510557,65.86503333373341,87.21022720414211,68.87160855846268,101.228329714341,50.4966533034376,26.09379288034741,20.823643914195817,36.27405614807606,31.77598067506957,15.575218838907116,1
20.07573093728509,20.64176437381856,174.61583225951085,61.44013081294951,85.29674915223659,73.11469877975313,93.00587769480981,54.39999411762946,25.53510289728151,21.47953173705082,35.42506093191945,31.835696721404187,15.928144116619753,0
19.598335958296488,24.60088365480972,163.88421678924007,44.61923188121992,86.30023274735416,71.29067007506663,96.50017089240069,51.613354093713944,26.196745920748114,21.803836006775875,33.973485102656696,30.13389011948705,16.119072723339208,1
18.569480161034033,15.247314114037405,158.49546407169876,61.710929564062816,84.67717006165981,73.90816695697302,95.98361088416833,51.85481990330027,29.930511838901083,21.08414842849484,35.419818967202055,29.18911429041694,14.725037584424848,0
19.945697226400654,11.072937499693026,171.7829768208352,64.81619571968335,83.52327427926375,63.556976865471945,93.01305810371194,47.13393836971973,25.1712543137434,18.263797819737395,34.87179271400878,31.096319475719092,13.399891885485346,0
20.05683200740974,26.424665243331873,171.75912160641937,62.972834134322156,88.32558861555218,74.35461451679409,94.0138388693029,54.0060446398859,25.92308306098544,23.04470349515558,34.36686598984327,28.655185399810584,15.849178399298204,1
21.529379279152224,29.075335590065766,161.4158217726303,56.68072083358545,94.47695779888795,62.61428688350087,105.69814050020645,55.5498334375846,25.360201329460782,24.38719472609483,34.771199049421725,29.45521257949783,16.445999767756966,1
18.069513937333717,14.28559104762413,168.11590742284594,58.98217666328039,87.11194232377177,74.23741785532026,94.3766650502014,53.00015355180916,26.330200897988675,19.667919764714686,38.918780261216895,33.16168514678535,15.296667544615763,0
19.840840391767,15.520893615099254,173.12901268996,60.12595123363532,83.92443516877275,70.30673202006614,95.97523977674733,50.87616557459054,23.85230725201582,20.604605955873488,36.18841809136533,33.132483866032715,15.665194412357392,0
20.1828052715431,12.78608583085778,162.25931338637167,59.5067858336339,83.14643851990088,70.63504942034824,98.8124978082583,48.64498394261646,27.0433359090597,20.73637689715994,36.47431531933725,30.70416558423294,16.020259291199267,0
18.960583672824303,24.67431905399333,161.65741363660072,33.676106805598394,91.17498627765772,61.69269604159911,102.28215378527632,53.00891945071902,25.131181820781023,22.731383540737248,33.116436288568764,26.78489235626897,15.799408585247267,1
20.376950020848888,26.606102158945006,169.8882158094073,63.77554851322142,84.51636414052687,73.53942232165227,89.73924803619674,48.48474063124544,27.047245273169384,20.824776568674512,34.552687463000076,32.472359520554576,14.137001318669867,1
18.349839008687884,24.452793534382995,169.50100740306254,59.08772901645778,85.96256936667615,66.34815694892349,88.94646679768873,48.10202462317574,22.326756862619877,20.56171397009606,34.08192970687602,32.501127442452656,14.64142388905873,1
19.35558875693218,17.128049215632792,161.42224924363754,69.6923602021164,78.36244530432248,74.34986742036946,93.03510542475526,51.811192692506054,26.64769523813183,19.77135794332439,37.90627283391479,30.9034883653468,14.489839378881975,0
19.45934004046822,22.904040629341285,171.74898158642446,80.82374305134474,86.0059382929544,83.90562597073225,96.08433713798865,51.10418344495631,26.887212301161597,20.431879640089292,39.49029339177368,36.805183944353786,15.819741822553397,0
19.28095983110292,25.18632422110661,160.5141864927755,52.68645772151938,90.43521789432221,70.84564531777929,107.29085388586913,50.29405913370898,24.97681403704619,22.290218576723785,33.88419648955987,29.599034996866433,16.871577155505463,1
20.026892884978572,10.815820008656273,171.8397867653364,54.12242705594521,82.08599886041895,69.50573159364122,93.16157913181063,44.531789436748205,22.7686841521011,19.63156436439458,35.04963378214521,33.96927416866724,14.290307064362107,0
23.86483192625444,20.33499475289889,174.05203888880152,67.76944810259567,81.86797074447753,69.49046950478815,88.60879271735558,48.38134525654343,26.30466378942614,19.024765848997614,37.650948136588966,33.24258395796331,15.039301033836946,0
20.07309556428565,16.23410117114505,161.81056498397015,56.23721214299065,86.22588316643355,69.06508419685156,106.37125986160856,53.410860029312616,26.52923325742601,22.442923182870835,35.3448032497903,30.083873643072785,16.463371300585003,0
18.358935928861655,22.436175329093704,164.4590911379919,59.89294923124725,86.87503180954073,74.03046154881511,84.94039889941118,50.835920746311814,25.895553582590853,19.66456629020423,36.818692125711706,32.330934314944706,14.903375239801068,0
21.043085213448045,16.852254529721275,162.05535236856466,47.91522607189894,89.61323124076343,65.47287767331063,98.84813921263262,50.663862020783405,24.665864878303072,20.766791766041926,35.12724595143056,28.868667493118277,15.268346688889997,0
19.733912448391845,18.32878099139485,174.7988287524671,69.48814614763722,80.19575994636146,74.80331627445035,87.49391589734023,49.62258502934974,26.314313494557766,19.27959874806705,38.10776517988926,34.541183011427,15.486343462286861,0
22.121467924594754,15.255529023926577,159.13330049032427,52.10906718852382,86.7431670418199,58.50156050542523,100.35207073348089,49.96371688918438,27.232545298683974,21.81096197123794,35.18782486232198,28.908052509816784,15.672126040812007,0
21.50006503067361,26.616640939217028,157.6420562882945,44.270418591675345,91.9203466553702,62.05980979635374,112.79726159493936,53.849915881457655,26.648578700093722,24.363144617178946,32.250093821188116,26.48328481070232,16.350178185736397,1
19.082770451544242,21.65017903255591,166.77581739652314,56.66886114407199,84.99853067369042,77.5680560828634,94.99794919878224,50.94868659849003,27.3394268961371,20.918786296179313,35.11875736260849,32.94930845611793,15.074331203589317,0
24.120947749796912,29.663709919194382,172.0342941827573,50.47210200903939,83.81285354580626,64.45759772488165,100.82086347305089,49.965980264480116,24.631868711741085,22.761688044269633,32.53389864097281,30.57938694381104,16.141103900521564,1
24.626028410430962,24.72763480601714,165.43989835322444,54.34392105781539,90.08101180020962,64.12667534204412,110.38151888262657,53.32004359841214,28.311900663950983,23.450109411093898,34.85257193545084,29.199429330364186,16.433399947733427,1
22.615099239643357,26.387876534752518,169.23799032925677,68.42310544220017,84.45889010041795,66.67121778434777,90.03110400025129,48.13855706965178,24.889886273255147,20.630975269833016,34.603542219167174,32.4392846700381,15.018845897717192,1
21.58894002164871,30.041391703178668,156.7256620004389,52.05888684002663,91.91208903423227,67.26901535942538,98.95447781126262,50.701310220319584,27.03284080919215,22.074018720274058,32.36716255211819,27.223519918839163,15.02146034439734,1
20.63194015621564,18.956770254816192,172.78598275919734,74.28998081133233,81.27044203667216,74.6260883823702,90.2485886296341,51.95621843756058,27.012841974699512,20.72772574446877,37.836060608415714,34.3182380514214,15.487785365438036,0
19.74138590960956,19.44379205304066,164.4316952186808,54.26394131504526,88.81151544657625,72.63323649187922,95.9179016353226,50.450206514168116,25.982519618995802,20.586818874465983,36.366723825045455,32.14327058776445,15.178922088717941,0
20.477268126306825,27.94301336081794,166.2462451994715,55.462499375806836,86.08994070566001,69.69345409984463,96.33694386604039,52.4647959980386,27.698822506051346,21.034768697852986,39.01317025878941,32.02847927211842,14.701007104896458,1
19.623785495710372,26.978249477390094,172.11105837934252,62.26640598175657,87.9586508299435,68.39886568207199,95.29689377839593,51.21622413142018,26.660111377521424,21.117394147751558,36.22461644073022,32.471572986523555,15.89818798873105,1
22.71425600164402,26.789631642677193,157.6957354569613,53.26423537122203,84.03445462715716,71.86809082346414,97.15694901264868,57.787731440118755,27.358149813333444,21.775565373374008,33.241439721079026,28.980149776455328,16.16395313053746,1
18.774810306699628,17.944520548169194,170.66785707874934,55.3535774733666,86.16765366050467,67.82958151233099,88.70659029884888,47.00571007297566,26.707956388152866,21.083747950585014,37.2160969984277,31.89381210311904,14.63051556491258,0
21.284390410739626,12.462070127630676,176.8454402399846,61.62318368222054,80.89833204954773,76.92597006799585,91.82414293975087,49.52939012626105,23.774983058249465,20.346766714889508,37.7278288375109,36.24118433705828,14.235465306525533,0
21.48899635813994,20.699929715404817,165.43355506220232,55.65745796774935,86.19200793096024,68.89990488772257,98.87273546326927,51.57744663819717,26.670652249915065,20.47423289241664,34.96841958210947,30.3644840104562,15.477945987228981,0
18.519977210610016,13.790512851366387,168.2090567527019,73.75124724543724,85.14219030654101,68.18016318729083,100.41437351012942,48.316405429410175,27.358028183777208,20.15596434286499,37.67670289013164,34.161150459094415,15.312397447024939,0
19.388885556036342,22.36450198320965,172.09497977960106,49.75466689256349,87.58680018569504,67.71747550929017,98.36727952688224,52.94912009650639,26.202673241936456,22.144931225597848,35.49556587672357,30.081670872760004,15.925296680695713,0
20.06559024789839,22.16141865981369,167.23335074656904,58.57484845185062,86.49928459305956,71.73459762264221,94.4616379420065,53.55061532167442,26.5571580849775,21.649290411950396,35.66682965291069,30.9051580125911,15.890857265800303,0
21.562885588481713,25.153151743534966,178.62297177606882,62.94640841112772,85.48015566096949,63.9857845688673,99.28528316521832,52.57454349426576,27.181945371632505,20.16600499466446,36.89007025907238,31.72213562046395,15.728386167141569,1
19.951887768501564,25.659139262238035,160.44147985016448,55.19377242539313,86.10156276402441,63.7203824163942,103.7732769723222,51.343231187116004,31.072496411276965,22.007190419609415,36.02890255509165,32.11345310982961,16.43436319545979,1
20.21603146007318,20.868168864676395,178.1362728198231,64.3624129571227,82.72402812704394,71.88596979612643,93.48981623302932,47.55197449047805,23.02738291062685,19.66582806704007,36.437205287485924,33.17496190593898,14.7838627393795,0
